status_id,status_type,status_published,num_reactions,num_comments,num_shares,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys,Column1,Column2,Column3,Column4
246675545449582_370543616396107,photo,2013-05-07 22:31:00,27,0,5,27,0,0,0,0,0,,,,
246675545449582_370537743063361,photo,2013-05-07 22:00:00,78,4,35,78,0,0,0,0,0,,,,
246675545449582_369262543190881,photo,2013-05-05 05:20:00,29,0,0,29,0,0,0,0,0,,,,
246675545449582_368014229982379,photo,2013-05-02 02:02:00,66,9,0,66,0,0,0,0,0,,,,
246675545449582_367975403319595,photo,2013-05-02 00:30:00,78,16,0,78,0,0,0,0,0,,,,
246675545449582_366016333515502,photo,2013-04-27 13:02:00,57,9,1,57,0,0,0,0,0,,,,
246675545449582_365619913555144,photo,2013-04-27 08:20:00,19,4,0,19,0,0,0,0,0,,,,
246675545449582_365614623555673,photo,2013-04-27 08:01:00,82,14,0,82,0,0,0,0,0,,,,
246675545449582_365584533558682,photo,2013-04-27 06:02:00,5,4,1,5,0,0,0,0,0,,,,
246675545449582_364521093665026,photo,2013-04-25 05:01:00,52,5,0,52,0,0,0,0,0,,,,
246675545449582_364456233671512,photo,2013-04-24 23:52:00,45,14,0,45,0,0,0,0,0,,,,
246675545449582_364088013708334,status,2013-04-24 01:23:00,41,19,11,41,0,0,0,0,0,,,,
246675545449582_363771257073343,photo,2013-04-23 08:16:00,55,10,0,55,0,0,0,0,0,,,,
246675545449582_363708990412903,photo,2013-04-23 04:05:00,40,1,0,40,0,0,0,0,0,,,,
246675545449582_363678543749281,photo,2013-04-23 00:52:00,48,4,0,48,0,0,0,0,0,,,,
246675545449582_363666063750529,photo,2013-04-22 23:46:00,53,7,0,53,0,0,0,0,0,,,,
246675545449582_363452363771899,photo,2013-04-22 11:55:00,5,0,0,5,0,0,0,0,0,,,,
246675545449582_363426420441160,photo,2013-04-22 10:41:00,0,0,0,0,0,0,0,0,0,,,,
246675545449582_363420353775100,photo,2013-04-22 10:16:00,74,6,0,74,0,0,0,0,0,,,,
246675545449582_363452223771913,photo,2013-04-22 00:00:00,7,1,2,7,0,0,0,0,0,,,,
246675545449582_362170417233427,photo,2013-04-19 03:04:00,96,214,0,96,0,0,0,0,0,,,,
246675545449582_360433917407077,photo,2013-04-16 01:16:00,43,2,0,43,0,0,0,0,0,,,,
246675545449582_357124181071384,photo,2013-04-09 07:58:00,13,3,0,13,0,0,0,0,0,,,,
246675545449582_357124844404651,photo,2013-04-09 07:51:00,28,3,0,28,0,0,0,0,0,,,,
246675545449582_357066397743829,photo,2013-04-09 02:37:00,34,0,1,34,0,0,0,0,0,,,,
246675545449582_357030441080758,photo,2013-04-08 23:18:00,83,1,0,83,0,0,0,0,0,,,,
246675545449582_356778084439327,photo,2013-04-08 09:23:00,7,0,0,7,0,0,0,0,0,,,,
246675545449582_312276362222833,photo,2013-04-08 03:45:00,34,0,0,34,0,0,0,0,0,,,,
246675545449582_298316176952185,photo,2013-04-08 01:54:00,97,3,0,97,0,0,0,0,0,,,,
246675545449582_356325277817941,photo,2013-04-07 09:13:00,24,4,0,24,0,0,0,0,0,,,,
246675545449582_356305991153203,photo,2013-04-07 08:11:00,106,18,0,106,0,0,0,0,0,,,,
246675545449582_356273044489831,photo,2013-04-07 05:50:00,131,4,0,131,0,0,0,0,0,,,,
246675545449582_356001314517004,photo,2013-04-06 11:20:00,132,7,0,132,0,0,0,0,0,,,,
246675545449582_355961084521027,photo,2013-04-06 09:10:00,79,5,0,79,0,0,0,0,0,,,,
246675545449582_355641404552995,photo,2013-04-05 10:49:00,71,2,7,71,0,0,0,0,0,,,,
246675545449582_355495964567539,photo,2013-04-05 00:14:00,55,8,5,55,0,0,0,0,0,,,,
246675545449582_355441314573004,photo,2013-04-04 21:43:00,51,9,0,51,0,0,0,0,0,,,,
246675545449582_355303811253421,photo,2013-04-04 12:03:00,46,3,1,46,0,0,0,0,0,,,,
246675545449582_355265731257229,photo,2013-04-04 10:02:00,5,2,2,5,0,0,0,0,0,,,,
246675545449582_354830764634059,photo,2013-04-03 05:50:00,52,5,0,52,0,0,0,0,0,,,,
246675545449582_354807811303021,photo,2013-04-03 03:46:00,18,0,0,18,0,0,0,0,0,,,,
246675545449582_354529081330894,photo,2013-04-02 11:44:00,207,13,0,207,0,0,0,0,0,,,,
246675545449582_354446298005839,photo,2013-04-02 09:20:00,105,5,0,105,0,0,0,0,0,,,,
246675545449582_354431874673948,photo,2013-04-02 08:55:00,30,0,0,30,0,0,0,0,0,,,,
246675545449582_353881771395625,photo,2013-03-31 23:22:00,32,0,0,32,0,0,0,0,0,,,,
246675545449582_353647368085732,photo,2013-03-31 09:57:00,44,10,0,44,0,0,0,0,0,,,,
246675545449582_353647271419075,photo,2013-03-31 09:57:00,100,28,1,100,0,0,0,0,0,,,,
246675545449582_353057534811382,photo,2013-03-30 03:34:00,58,4,0,58,0,0,0,0,0,,,,
246675545449582_352671068183362,photo,2013-03-29 03:29:00,22,1,0,22,0,0,0,0,0,,,,
246675545449582_352656454851490,photo,2013-03-29 01:57:00,26,0,0,26,0,0,0,0,0,,,,
246675545449582_352180214899114,photo,2013-03-28 01:52:00,45,4,0,45,0,0,0,0,0,,,,
246675545449582_352160994901036,photo,2013-03-28 00:36:00,21,0,0,21,0,0,0,0,0,,,,
246675545449582_350988715018264,photo,2013-03-26 03:18:00,75,15,0,75,0,0,0,0,0,,,,
246675545449582_350986911685111,photo,2013-03-26 03:05:00,21,0,1,21,0,0,0,0,0,,,,
246675545449582_350701935046942,photo,2013-03-25 10:29:00,72,23,0,72,0,0,0,0,0,,,,
246675545449582_350593365057799,photo,2013-03-25 05:14:00,50,1,0,50,0,0,0,0,0,,,,
246675545449582_350564155060720,photo,2013-03-25 02:38:00,26,6,0,26,0,0,0,0,0,,,,
246675545449582_350525821731220,photo,2013-03-24 23:02:00,46,9,0,46,0,0,0,0,0,,,,
246675545449582_350525658397903,photo,2013-03-24 23:01:00,80,7,0,80,0,0,0,0,0,,,,
246675545449582_350121128438356,photo,2013-03-24 03:21:00,41,11,0,41,0,0,0,0,0,,,,
246675545449582_349782088472260,photo,2013-03-23 10:41:00,69,6,0,69,0,0,0,0,0,,,,
246675545449582_348411165276019,photo,2013-03-21 11:33:00,3,2,2,3,0,0,0,0,0,,,,
246675545449582_347701718680297,photo,2013-03-20 01:07:00,21,4,0,21,0,0,0,0,0,,,,
246675545449582_346022885514847,photo,2013-03-16 22:24:00,64,1,0,64,0,0,0,0,0,,,,
246675545449582_344590015658134,photo,2013-03-13 11:58:00,60,19,0,60,0,0,0,0,0,,,,
246675545449582_344413109009158,photo,2013-03-13 01:14:00,25,3,0,25,0,0,0,0,0,,,,
246675545449582_343763949074074,photo,2013-03-11 10:41:00,48,17,0,48,0,0,0,0,0,,,,
246675545449582_343330172450785,photo,2013-03-10 10:02:00,45,4,0,45,0,0,0,0,0,,,,
246675545449582_343215999128869,photo,2013-03-10 04:23:00,2,0,1,2,0,0,0,0,0,,,,
246675545449582_342821229168346,photo,2013-03-09 09:22:00,7,0,1,7,0,0,0,0,0,,,,
246675545449582_342638689186600,photo,2013-03-08 22:07:00,61,13,0,61,0,0,0,0,0,,,,
246675545449582_342394742544328,photo,2013-03-08 07:03:00,16,9,0,16,0,0,0,0,0,,,,
246675545449582_342314939218975,photo,2013-03-08 02:07:00,27,3,0,27,0,0,0,0,0,,,,
246675545449582_342270612556741,photo,2013-03-07 23:11:00,42,16,11,42,0,0,0,0,0,,,,
246675545449582_341967849253684,photo,2013-03-07 11:46:00,65,0,0,65,0,0,0,0,0,,,,
246675545449582_341499822633820,photo,2013-03-06 11:21:00,44,4,0,44,0,0,0,0,0,,,,
246675545449582_341401999310269,photo,2013-03-06 06:39:00,55,12,0,55,0,0,0,0,0,,,,
246675545449582_341389432644859,photo,2013-03-06 06:05:00,59,7,0,59,0,0,0,0,0,,,,
246675545449582_341386535978482,photo,2013-03-06 05:50:00,51,6,0,51,0,0,0,0,0,,,,
246675545449582_340472796069856,photo,2013-03-04 05:35:00,41,1,0,41,0,0,0,0,0,,,,
246675545449582_340422599408209,photo,2013-03-04 01:33:00,12,5,0,12,0,0,0,0,0,,,,
246675545449582_340414542742348,photo,2013-03-04 00:47:00,57,7,0,57,0,0,0,0,0,,,,
246675545449582_340392936077842,photo,2013-03-03 23:14:00,55,7,0,55,0,0,0,0,0,,,,
246675545449582_340391262744676,photo,2013-03-03 23:07:00,76,4,0,76,0,0,0,0,0,,,,
246675545449582_339573586159777,photo,2013-03-02 08:35:00,103,14,0,103,0,0,0,0,0,,,,
246675545449582_339573129493156,photo,2013-03-02 08:33:00,46,2,0,46,0,0,0,0,0,,,,
246675545449582_339155322868270,photo,2013-03-01 08:51:00,74,14,0,74,0,0,0,0,0,,,,
246675545449582_338695832914219,photo,2013-02-28 09:15:00,25,0,0,25,0,0,0,0,0,,,,
246675545449582_338693899581079,photo,2013-02-28 09:05:00,34,0,0,34,0,0,0,0,0,,,,
246675545449582_338688032914999,photo,2013-02-28 08:44:00,50,1,0,50,0,0,0,0,0,,,,
246675545449582_338684702915332,photo,2013-02-28 08:35:00,47,0,0,47,0,0,0,0,0,,,,
246675545449582_338631739587295,photo,2013-02-28 05:07:00,64,2,0,64,0,0,0,0,0,,,,
246675545449582_338197442964058,photo,2013-02-27 05:49:00,40,1,0,40,0,0,0,0,0,,,,
246675545449582_338098859640583,photo,2013-02-27 05:21:00,58,1,0,58,0,0,0,0,0,,,,
246675545449582_338097119640757,photo,2013-02-27 05:12:00,67,3,0,67,0,0,0,0,0,,,,
246675545449582_337717546345381,photo,2013-02-26 07:44:00,50,3,0,50,0,0,0,0,0,,,,
246675545449582_337710279679441,photo,2013-02-26 07:24:00,53,1,0,53,0,0,0,0,0,,,,
246675545449582_337704143013388,photo,2013-02-26 07:11:00,67,8,0,67,0,0,0,0,0,,,,
246675545449582_337699459680523,photo,2013-02-26 07:06:00,90,12,0,90,0,0,0,0,0,,,,
246675545449582_337694506347685,photo,2013-02-26 06:47:00,60,2,0,60,0,0,0,0,0,,,,
246675545449582_337224989727970,photo,2013-02-25 10:37:00,30,8,0,30,0,0,0,0,0,,,,
246675545449582_337219779728491,photo,2013-02-25 10:24:00,52,10,0,52,0,0,0,0,0,,,,
246675545449582_337206946396441,photo,2013-02-25 09:37:00,5,0,0,5,0,0,0,0,0,,,,
246675545449582_336663423117460,photo,2013-02-24 07:16:00,56,14,0,56,0,0,0,0,0,,,,
246675545449582_336663019784167,photo,2013-02-24 07:14:00,26,2,0,26,0,0,0,0,0,,,,
246675545449582_336584753125327,photo,2013-02-24 04:55:00,71,11,0,71,0,0,0,0,0,,,,
246675545449582_336537203130082,photo,2013-02-24 01:51:00,53,4,0,53,0,0,0,0,0,,,,
246675545449582_336281293155673,photo,2013-02-23 12:28:00,35,2,0,35,0,0,0,0,0,,,,
246675545449582_335122479938221,photo,2013-02-20 23:46:00,31,2,0,31,0,0,0,0,0,,,,
246675545449582_334798143303988,photo,2013-02-20 11:17:00,45,0,0,45,0,0,0,0,0,,,,
246675545449582_334796289970840,photo,2013-02-20 11:11:00,20,1,0,20,0,0,0,0,0,,,,
246675545449582_334544416662694,photo,2013-02-19 21:06:00,3,2,2,3,0,0,0,0,0,,,,
246675545449582_333812036735932,photo,2013-02-18 04:15:00,48,0,0,48,0,0,0,0,0,,,,
246675545449582_333811806735955,photo,2013-02-18 04:14:00,18,0,0,18,0,0,0,0,0,,,,
246675545449582_333453873438415,photo,2013-02-17 08:59:00,56,10,0,56,0,0,0,0,0,,,,
246675545449582_333341150116354,photo,2013-02-17 03:58:00,64,2,1,64,0,0,0,0,0,,,,
246675545449582_332918960158573,photo,2013-02-16 07:52:00,63,0,0,63,0,0,0,0,0,,,,
246675545449582_332909223492880,photo,2013-02-16 07:21:00,40,9,2,40,0,0,0,0,0,,,,
246675545449582_332883083495494,photo,2013-02-16 06:11:00,92,1,0,92,0,0,0,0,0,,,,
246675545449582_332750103508792,photo,2013-02-16 03:05:00,53,0,0,53,0,0,0,0,0,,,,
246675545449582_332358580214611,photo,2013-02-15 09:47:00,33,0,0,33,0,0,0,0,0,,,,
246675545449582_332339183549884,photo,2013-02-15 09:00:00,84,6,0,84,0,0,0,0,0,,,,
246675545449582_332333546883781,photo,2013-02-15 08:51:00,87,11,0,87,0,0,0,0,0,,,,
246675545449582_332316610218808,photo,2013-02-15 07:59:00,26,0,0,26,0,0,0,0,0,,,,
246675545449582_332277540222715,photo,2013-02-15 05:51:00,22,0,0,22,0,0,0,0,0,,,,
246675545449582_332209926896143,photo,2013-02-15 03:35:00,78,0,5,78,0,0,0,0,0,,,,
246675545449582_332199140230555,photo,2013-02-15 02:54:00,67,6,7,67,0,0,0,0,0,,,,
246675545449582_329942500456219,photo,2013-02-11 03:53:00,26,1,0,26,0,0,0,0,0,,,,
246675545449582_329942340456235,photo,2013-02-11 03:52:00,14,0,0,14,0,0,0,0,0,,,,
246675545449582_329346933849109,photo,2013-02-10 00:55:00,18,0,0,18,0,0,0,0,0,,,,
246675545449582_328173310633138,photo,2013-02-08 00:59:00,24,0,0,24,0,0,0,0,0,,,,
246675545449582_328169720633497,photo,2013-02-08 00:37:00,27,0,0,27,0,0,0,0,0,,,,
246675545449582_327960773987725,photo,2013-02-07 11:41:00,30,11,0,30,0,0,0,0,0,,,,
246675545449582_325753610875108,photo,2013-02-03 06:43:00,34,4,0,34,0,0,0,0,0,,,,
246675545449582_325749960875473,photo,2013-02-03 06:30:00,26,1,1,26,0,0,0,0,0,,,,
246675545449582_325634947553641,photo,2013-02-03 00:37:00,38,4,0,38,0,0,0,0,0,,,,
246675545449582_325628867554249,photo,2013-02-03 00:13:00,55,5,0,55,0,0,0,0,0,,,,
246675545449582_325570584226744,photo,2013-02-02 21:06:00,80,9,0,80,0,0,0,0,0,,,,
246675545449582_325279594255843,photo,2013-02-02 08:30:00,33,3,0,33,0,0,0,0,0,,,,
246675545449582_325274214256381,photo,2013-02-02 08:24:00,44,10,0,44,0,0,0,0,0,,,,
246675545449582_325266377590498,photo,2013-02-02 08:17:00,41,7,0,41,0,0,0,0,0,,,,
246675545449582_325264297590706,photo,2013-02-02 08:12:00,30,3,0,30,0,0,0,0,0,,,,
246675545449582_323955434388259,photo,2013-01-31 07:10:00,34,0,0,34,0,0,0,0,0,,,,
246675545449582_323955301054939,photo,2013-01-31 07:09:00,30,0,0,30,0,0,0,0,0,,,,
246675545449582_323935487723587,photo,2013-01-31 05:51:00,38,9,0,38,0,0,0,0,0,,,,
246675545449582_323925117724624,photo,2013-01-31 05:37:00,24,4,1,24,0,0,0,0,0,,,,
246675545449582_323859114397891,photo,2013-01-31 04:34:00,37,2,0,37,0,0,0,0,0,,,,
246675545449582_323844094399393,photo,2013-01-31 03:35:00,18,3,0,18,0,0,0,0,0,,,,
246675545449582_323729361077533,photo,2013-01-30 23:57:00,55,15,0,55,0,0,0,0,0,,,,
246675545449582_323358047781331,photo,2013-01-30 09:25:00,54,3,0,54,0,0,0,0,0,,,,
246675545449582_323351767781959,photo,2013-01-30 09:22:00,67,11,0,67,0,0,0,0,0,,,,
246675545449582_323245541125915,photo,2013-01-30 04:37:00,94,18,0,94,0,0,0,0,0,,,,
246675545449582_322734771176992,photo,2013-01-29 09:09:00,41,2,0,41,0,0,0,0,0,,,,
246675545449582_322731091177360,photo,2013-01-29 08:57:00,36,2,0,36,0,0,0,0,0,,,,
246675545449582_322730471177422,photo,2013-01-29 08:56:00,65,3,1,65,0,0,0,0,0,,,,
246675545449582_321106211339848,photo,2013-01-26 08:31:00,90,6,0,90,0,0,0,0,0,,,,
246675545449582_321040818013054,photo,2013-01-26 05:47:00,42,2,0,42,0,0,0,0,0,,,,
246675545449582_318217248295411,photo,2013-01-25 11:29:00,48,4,0,48,0,0,0,0,0,,,,
246675545449582_317980854985717,photo,2013-01-25 00:50:00,45,10,0,45,0,0,0,0,0,,,,
246675545449582_317637438353392,photo,2013-01-24 10:12:00,47,2,0,47,0,0,0,0,0,,,,
246675545449582_317636971686772,photo,2013-01-24 10:10:00,31,4,0,31,0,0,0,0,0,,,,
246675545449582_317488981701571,photo,2013-01-24 05:00:00,105,23,0,105,0,0,0,0,0,,,,
246675545449582_317218695061933,photo,2013-01-23 13:44:00,48,0,0,48,0,0,0,0,0,,,,
246675545449582_304742572976212,photo,2013-01-22 10:09:00,37,5,0,37,0,0,0,0,0,,,,
246675545449582_316107661839703,photo,2013-01-21 11:40:00,5,2,2,5,0,0,0,0,0,,,,
246675545449582_315868761863593,photo,2013-01-21 05:06:00,11,0,0,11,0,0,0,0,0,,,,
246675545449582_314848305298972,photo,2013-01-18 22:47:00,27,11,1,27,0,0,0,0,0,,,,
246675545449582_314589495324853,photo,2013-01-18 09:10:00,2,0,0,2,0,0,0,0,0,,,,
246675545449582_314193818697754,photo,2013-01-17 13:22:00,43,1,0,43,0,0,0,0,0,,,,
246675545449582_313915475392255,photo,2013-01-16 22:25:00,46,4,0,46,0,0,0,0,0,,,,
246675545449582_313695562080913,photo,2013-01-16 10:01:00,53,3,0,53,0,0,0,0,0,,,,
246675545449582_313410195442783,photo,2013-01-16 00:05:00,10,1,0,10,0,0,0,0,0,,,,
246675545449582_313356332114836,photo,2013-01-15 21:13:00,22,5,0,22,0,0,0,0,0,,,,
246675545449582_313080805475722,photo,2013-01-15 06:26:00,12,3,1,12,0,0,0,0,0,,,,
246675545449582_312619058855230,photo,2013-01-14 04:40:00,50,6,0,50,0,0,0,0,0,,,,
246675545449582_312558355527967,photo,2013-01-13 23:29:00,47,13,0,47,0,0,0,0,0,,,,
246675545449582_312154615568341,photo,2013-01-13 09:46:00,14,0,2,14,0,0,0,0,0,,,,
246675545449582_312244702225999,photo,2013-01-13 09:20:00,1,0,0,1,0,0,0,0,0,,,,
246675545449582_312160808901055,photo,2013-01-13 04:43:00,25,18,0,25,0,0,0,0,0,,,,
246675545449582_312153868901749,photo,2013-01-13 04:11:00,16,0,0,16,0,0,0,0,0,,,,
246675545449582_312142282236241,photo,2013-01-13 03:24:00,46,2,0,46,0,0,0,0,0,,,,
246675545449582_312142165569586,photo,2013-01-13 03:23:00,76,1,0,76,0,0,0,0,0,,,,
246675545449582_312097692240700,photo,2013-01-13 00:41:00,16,0,0,16,0,0,0,0,0,,,,
246675545449582_312085168908619,photo,2013-01-12 23:54:00,40,1,0,40,0,0,0,0,0,,,,
246675545449582_311777885606014,photo,2013-01-12 06:48:00,83,15,0,83,0,0,0,0,0,,,,
246675545449582_311715042278965,photo,2013-01-12 02:15:00,89,28,1,89,0,0,0,0,0,,,,
246675545449582_311525595631243,photo,2013-01-11 13:00:00,30,0,0,30,0,0,0,0,0,,,,
246675545449582_311502265633576,photo,2013-01-11 11:55:00,12,0,0,12,0,0,0,0,0,,,,
246675545449582_311319315651871,photo,2013-01-11 00:25:00,52,17,0,52,0,0,0,0,0,,,,
246675545449582_311271188990017,photo,2013-01-10 20:49:00,58,19,0,58,0,0,0,0,0,,,,
246675545449582_310937889023347,photo,2013-01-10 04:27:00,22,4,0,22,0,0,0,0,0,,,,
246675545449582_310890239028112,photo,2013-01-10 01:07:00,6,0,0,6,0,0,0,0,0,,,,
246675545449582_310850815698721,photo,2013-01-09 22:27:00,30,2,0,30,0,0,0,0,0,,,,
246675545449582_310494312401038,photo,2013-01-09 02:50:00,58,5,0,58,0,0,0,0,0,,,,
246675545449582_310465509070585,photo,2013-01-09 00:41:00,32,4,5,32,0,0,0,0,0,,,,
246675545449582_310184815765321,photo,2013-01-08 09:47:00,48,5,0,48,0,0,0,0,0,,,,
246675545449582_310155729101563,photo,2013-01-08 08:28:00,43,4,0,43,0,0,0,0,0,,,,
246675545449582_309265902523879,photo,2013-01-06 09:25:00,30,0,0,30,0,0,0,0,0,,,,
246675545449582_309140549203081,photo,2013-01-06 02:24:00,41,3,0,41,0,0,0,0,0,,,,
246675545449582_309138272536642,photo,2013-01-06 02:15:00,42,10,0,42,0,0,0,0,0,,,,
246675545449582_308777915906011,photo,2013-01-05 09:54:00,59,6,0,59,0,0,0,0,0,,,,
246675545449582_308278022622667,photo,2013-01-04 07:23:00,17,0,0,17,0,0,0,0,0,,,,
246675545449582_306176106166192,photo,2013-01-03 09:39:00,47,0,0,47,0,0,0,0,0,,,,
246675545449582_307867119330424,photo,2013-01-03 09:17:00,14,5,2,14,0,0,0,0,0,,,,
246675545449582_307744392676030,photo,2013-01-03 01:30:00,12,1,0,12,0,0,0,0,0,,,,
246675545449582_307405696043233,status,2013-01-02 09:06:00,30,23,4,30,0,0,0,0,0,,,,
246675545449582_307286656055137,photo,2013-01-02 02:23:00,25,3,1,25,0,0,0,0,0,,,,
246675545449582_303160673134402,photo,2012-12-23 03:11:00,0,0,0,0,0,0,0,0,0,,,,
246675545449582_302341609882975,photo,2012-12-21 06:02:00,4,1,0,4,0,0,0,0,0,,,,
246675545449582_299212316862571,photo,2012-12-13 11:36:00,3,0,0,3,0,0,0,0,0,,,,
246675545449582_290159194434550,photo,2012-11-18 09:50:00,5,1,1,5,0,0,0,0,0,,,,
246675545449582_290154177768385,photo,2012-11-18 09:16:00,2,0,0,2,0,0,0,0,0,,,,
246675545449582_286984161418720,photo,2012-11-09 03:28:00,11,6,0,11,0,0,0,0,0,,,,
246675545449582_286961214754348,photo,2012-11-09 00:54:00,38,10,0,38,0,0,0,0,0,,,,
246675545449582_286655274784942,photo,2012-11-08 03:32:00,13,0,0,13,0,0,0,0,0,,,,
246675545449582_286654584785011,photo,2012-11-08 03:28:00,19,0,0,19,0,0,0,0,0,,,,
246675545449582_286294564821013,photo,2012-11-07 02:46:00,15,1,0,15,0,0,0,0,0,,,,
246675545449582_285996181517518,photo,2012-11-06 05:23:00,21,4,0,21,0,0,0,0,0,,,,
246675545449582_285651371551999,photo,2012-11-05 05:19:00,42,2,0,42,0,0,0,0,0,,,,
246675545449582_285649458218857,photo,2012-11-05 05:07:00,12,0,0,12,0,0,0,0,0,,,,
246675545449582_285648778218925,photo,2012-11-05 05:03:00,19,4,0,19,0,0,0,0,0,,,,
246675545449582_285647571552379,photo,2012-11-05 04:55:00,24,2,0,24,0,0,0,0,0,,,,
246675545449582_285646988219104,photo,2012-11-05 04:51:00,32,1,0,32,0,0,0,0,0,,,,
246675545449582_285643998219403,photo,2012-11-05 04:32:00,15,8,0,15,0,0,0,0,0,,,,
246675545449582_285638998219903,photo,2012-11-05 03:59:00,22,4,0,22,0,0,0,0,0,,,,
246675545449582_285619761555160,photo,2012-11-05 02:05:00,33,8,0,33,0,0,0,0,0,,,,
246675545449582_285407361576400,photo,2012-11-04 10:50:00,11,6,0,11,0,0,0,0,0,,,,
246675545449582_285311448252658,photo,2012-11-04 04:56:00,47,6,0,47,0,0,0,0,0,,,,
246675545449582_285298934920576,photo,2012-11-04 04:00:00,41,7,0,41,0,0,0,0,0,,,,
246675545449582_285278064922663,photo,2012-11-04 02:27:00,29,4,0,29,0,0,0,0,0,,,,
246675545449582_284996154950854,photo,2012-11-03 08:10:00,48,7,0,48,0,0,0,0,0,,,,
246675545449582_284967211620415,photo,2012-11-03 06:23:00,13,8,0,13,0,0,0,0,0,,,,
246675545449582_284915708292232,photo,2012-11-03 01:39:00,32,2,0,32,0,0,0,0,0,,,,
246675545449582_284698388313964,photo,2012-11-02 11:09:00,42,8,0,42,0,0,0,0,0,,,,
246675545449582_284696978314105,photo,2012-11-02 11:05:00,26,5,0,26,0,0,0,0,0,,,,
246675545449582_284673338316469,photo,2012-11-02 09:41:00,67,25,0,67,0,0,0,0,0,,,,
246675545449582_284594641657672,photo,2012-11-02 04:01:00,23,4,0,23,0,0,0,0,0,,,,
246675545449582_284342035016266,photo,2012-11-01 09:35:00,33,4,0,33,0,0,0,0,0,,,,
246675545449582_284331615017308,photo,2012-11-01 08:58:00,25,3,0,25,0,0,0,0,0,,,,
246675545449582_284212951695841,photo,2012-11-01 00:48:00,22,4,0,22,0,0,0,0,0,,,,
246675545449582_284012865049183,photo,2012-10-31 12:38:00,26,0,0,26,0,0,0,0,0,,,,
246675545449582_283955708388232,photo,2012-10-31 09:44:00,38,10,0,38,0,0,0,0,0,,,,
246675545449582_283950638388739,photo,2012-10-31 09:29:00,50,19,0,50,0,0,0,0,0,,,,
246675545449582_283846615065808,photo,2012-10-31 02:05:00,29,1,0,29,0,0,0,0,0,,,,
246675545449582_283756338408169,photo,2012-10-30 19:13:00,26,0,0,26,0,0,0,0,0,,,,
246675545449582_283542088429594,photo,2012-10-30 07:15:00,25,1,0,25,0,0,0,0,0,,,,
246675545449582_283533801763756,photo,2012-10-30 06:43:00,15,0,0,15,0,0,0,0,0,,,,
246675545449582_283502615100208,photo,2012-10-30 04:25:00,18,0,0,18,0,0,0,0,0,,,,
246675545449582_283480405102429,photo,2012-10-30 02:23:00,28,4,0,28,0,0,0,0,0,,,,
246675545449582_283267695123700,photo,2012-10-29 12:10:00,14,23,0,14,0,0,0,0,0,,,,
246675545449582_282722211844915,photo,2012-10-28 03:46:00,20,2,0,20,0,0,0,0,0,,,,
246675545449582_282451698538633,photo,2012-10-27 09:38:00,17,21,0,17,0,0,0,0,0,,,,
246675545449582_282285831888553,photo,2012-10-27 02:28:00,34,0,0,34,0,0,0,0,0,,,,
246675545449582_281826428601160,photo,2012-10-26 03:49:00,17,11,0,17,0,0,0,0,0,,,,
246675545449582_281415801975556,photo,2012-10-24 22:28:00,40,6,0,40,0,0,0,0,0,,,,
246675545449582_281078595342610,photo,2012-10-24 01:37:00,21,5,0,21,0,0,0,0,0,,,,
246675545449582_281076235342846,photo,2012-10-24 01:19:00,14,4,0,14,0,0,0,0,0,,,,
246675545449582_280792805371189,photo,2012-10-23 08:19:00,43,17,1,43,0,0,0,0,0,,,,
246675545449582_280792038704599,photo,2012-10-23 08:16:00,27,5,0,27,0,0,0,0,0,,,,
246675545449582_280791635371306,photo,2012-10-23 08:14:00,35,22,0,35,0,0,0,0,0,,,,
246675545449582_280768225373647,photo,2012-10-23 06:39:00,24,1,0,24,0,0,0,0,0,,,,
246675545449582_280767622040374,photo,2012-10-23 06:37:00,30,4,0,30,0,0,0,0,0,,,,
246675545449582_280736092043527,photo,2012-10-23 03:42:00,21,2,0,21,0,0,0,0,0,,,,
246675545449582_280693432047793,photo,2012-10-22 23:57:00,41,7,0,41,0,0,0,0,0,,,,
246675545449582_280458095404660,photo,2012-10-22 09:35:00,15,1,0,15,0,0,0,0,0,,,,
246675545449582_280414358742367,photo,2012-10-22 07:33:00,27,6,0,27,0,0,0,0,0,,,,
246675545449582_280404945409975,photo,2012-10-22 07:05:00,22,3,0,22,0,0,0,0,0,,,,
246675545449582_280362398747563,photo,2012-10-22 03:42:00,36,13,0,36,0,0,0,0,0,,,,
246675545449582_280329112084225,photo,2012-10-22 01:17:00,10,18,0,10,0,0,0,0,0,,,,
246675545449582_279995755450894,photo,2012-10-21 03:53:00,24,5,0,24,0,0,0,0,0,,,,
246675545449582_279751238808679,photo,2012-10-20 10:53:00,19,1,0,19,0,0,0,0,0,,,,
246675545449582_279721955478274,photo,2012-10-20 09:14:00,63,25,0,63,0,0,0,0,0,,,,
246675545449582_279637965486673,photo,2012-10-20 02:47:00,47,15,0,47,0,0,0,0,0,,,,
246675545449582_279405852176551,photo,2012-10-19 10:55:00,57,11,0,57,0,0,0,0,0,,,,
246675545449582_279365285513941,photo,2012-10-19 08:53:00,14,4,0,14,0,0,0,0,0,,,,
246675545449582_279359715514498,photo,2012-10-19 08:30:00,35,5,0,35,0,0,0,0,0,,,,
246675545449582_279354752181661,photo,2012-10-19 08:15:00,12,0,2,12,0,0,0,0,0,,,,
246675545449582_279311388852664,photo,2012-10-19 04:57:00,15,3,0,15,0,0,0,0,0,,,,
